annata,fascicolo,nome_in_copertina,anno_copertina,tipo_copertina,dimensioni,copertina,layout,pagine_totali,pagine_comprese_copertine,mese_aggiornamento,note,copertina_immagine,in_raccolta,esistenza
84/85,Pistoia,Pistoia 84,84,Copertina 84 verde,246 x 280 mm,grossa,TuttoCittà '80 classico,,,,Inserto Costituzione,Ricercato1.jpg,False,accertata
85/86,Firenze e comuni limitrofi,Firenze e comuni limitrofi 85,85,Copertina 85 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,88,,febbraio 1985,,FI85.jpg,True,accertata
85/86,Provincia di Firenze,Provincia di Firenze 85,85,Copertina 85 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,32,,febbraio 1985,,PROVFI85.jpg,True,accertata
85/86,Arezzo - Siena,Arezzo - Siena 85,85,Copertina 85 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,32,33,aprile 1985,,ARSI85.jpg,True,accertata
85/86,Grosseto,Grosseto 85,85,Copertina 85 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,16,17,aprile 1985,,GR85.jpg,True,accertata
85/86,Livorno - Pisa,Livorno - Pisa 85,85,Copertina 85 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,40,,aprile 1985,,LIPI85.jpg,True,accertata
85/86,Lucca - Massa - Carrara,Lucca - Massa - Carrara 85,85,Copertina 85 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,32,,aprile 1985,,LUMS85.jpg,True,accertata
85/86,Pistoia,Pistoia 85,85,Copertina 85 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,,,,,Ricercato1.jpg,False,accertata
86/87,Firenze,Firenze 86,86,Copertina 86 edifici,246 x 280 mm,grossa,TuttoCittà '80 edifici,80,,febbraio 1986,,FI86.jpg,True,accertata
86/87,Provincia di Firenze,Provincia di Firenze 86,86,Copertina 86 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,40,,febbraio 1986,,PROVFI86.jpg,True,accertata
86/87,Arezzo - Siena,Arezzo - Siena 86,86,Copertina 86 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,32,,aprile 1986,,ARSI86.jpg,True,accertata
86/87,Grosseto,Grosseto 86,86,Copertina 86 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,16,17,aprile 1986,,GR86.jpg,True,accertata
86/87,Livorno - Pisa,Livorno - Pisa 86,86,Copertina 86 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,40,,aprile 1986,,LIPI86.jpg,True,accertata
86/87,Lucca - Massa - Carrara,Lucca - Massa - Carrara 86,86,Copertina 86 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,32,,aprile 1986,,LUMS86.jpg,True,accertata
86/87,Pistoia,Pistoia 86,86,Copertina 86 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,16,,aprile 1986,,PT86.jpg,True,accertata
