annata,fascicolo,provincia,citta,indicizzata
99/00,Udine,Udine,Feletto Umberto,sì
99/00,Udine,Udine,Gemona del Friuli,sì
99/00,Udine,Gorizia,Grado,sì
99/00,Udine,Udine,Latisana,sì
99/00,Udine,Udine,Lignano Sabbiadoro,sì
99/00,Udine,Udine,Manzano,sì
99/00,Udine,Udine,Palmanova,sì
99/00,Udine,Udine,San Daniele del Friuli,sì
99/00,Udine,Udine,Tavagnacco,sì
99/00,Udine,Udine,Tolmezzo,sì
99/00,Udine,Udine,Tricesimo,sì
00/01,Gorizia - Trieste,Gorizia,GORIZIA,sì
00/01,Gorizia - Trieste,Gorizia,Cormons,sì
00/01,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
00/01,Gorizia - Trieste,Gorizia,Monfalcone,sì
00/01,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
00/01,Gorizia - Trieste,Trieste,TRIESTE,sì
00/01,Gorizia - Trieste,Trieste,Muggia,sì
01/02,Gorizia - Trieste,Gorizia,GORIZIA,sì
01/02,Gorizia - Trieste,Gorizia,Cormons,sì
01/02,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
01/02,Gorizia - Trieste,Gorizia,Monfalcone,sì
01/02,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
01/02,Gorizia - Trieste,Gorizia,Staranzano,sì
01/02,Gorizia - Trieste,Trieste,TRIESTE,sì
01/02,Gorizia - Trieste,Trieste,Muggia,sì
02/03,Gorizia - Trieste,Gorizia,GORIZIA,sì
02/03,Gorizia - Trieste,Gorizia,Cormons,sì
02/03,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
02/03,Gorizia - Trieste,Gorizia,Monfalcone,sì
02/03,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
02/03,Gorizia - Trieste,Gorizia,Staranzano,sì
02/03,Gorizia - Trieste,Trieste,TRIESTE,sì
02/03,Gorizia - Trieste,Trieste,Muggia,sì
03/04,Gorizia - Trieste,Gorizia,GORIZIA,sì
03/04,Gorizia - Trieste,Gorizia,Cormons,sì
03/04,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
03/04,Gorizia - Trieste,Gorizia,Monfalcone,sì
03/04,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
03/04,Gorizia - Trieste,Gorizia,Staranzano,sì
03/04,Gorizia - Trieste,Trieste,TRIESTE,sì
03/04,Gorizia - Trieste,Trieste,Muggia,sì
04/05,Gorizia - Trieste,Gorizia,GORIZIA,sì
04/05,Gorizia - Trieste,Gorizia,Cormons,sì
04/05,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
04/05,Gorizia - Trieste,Gorizia,Monfalcone,sì
04/05,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
04/05,Gorizia - Trieste,Gorizia,Staranzano,sì
04/05,Gorizia - Trieste,Trieste,TRIESTE,sì
04/05,Gorizia - Trieste,Trieste,Muggia,sì
05/06,Gorizia - Trieste,Gorizia,GORIZIA,sì
05/06,Gorizia - Trieste,Gorizia,Cormons,sì
