annata,fascicolo,nome_in_copertina,anno_copertina,tipo_copertina,dimensioni,copertina,layout,pagine_totali,mese_aggiornamento,note,copertina_immagine,in_raccolta,esistenza
97/98,Taranto,Taranto (98),98,Copertina grigia,226 x 274 mm,sottile,TuttoCittà '90 riformato,30,dicembre 1997,"""febbraio 1998 - gennaio 1999""",TA97b.jpg,True,accertata
98/99,Bari,Bari (99),99,Copertina grigia,226 x 274 mm,sottile,TuttoCittà '90 riformato,,,,Ricercato1.jpg,False,accertata
98/99,Lecce,Lecce (99),99,Copertina grigia,226 x 274 mm,sottile,TuttoCittà '90 riformato,,,"""da utilizzare fino a Luglio 1999""",Ricercato1.jpg,False,accertata
99/00,Bari,Bari 2000,00,Copertina 2000 gialla,226 x 274 mm,sottile,TuttoCittà nuovo millennio,62,novembre 1999,,BA00.jpg,True,accertata
99/00,Lecce,Lecce 2000,00,Copertina 2000 gialla,226 x 274 mm,sottile,TuttoCittà nuovo millennio,,,,Ricercato1.jpg,False,accertata
00/01,Bari,Bari ?,,,226 x 274 mm,sottile,TuttoCittà nuovo millennio ter,46,aprile 2000,,Ricercato1.jpg,False,accertata
00/01,Lecce,Lecce ?,,,226 x 274 mm,sottile,TuttoCittà nuovo millennio ter,,,,Ricercato1.jpg,False,accertata
01/02,Bari,Bari 2002,02,Copertina 2002 gialla,226 x 274 mm,sottile,TuttoCittà nuovo millennio ter,,,,Ricercato1.jpg,False,accertata
01/02,Lecce,Lecce 2002,02,Copertina 2002 gialla,226 x 274 mm,sottile,TuttoCittà nuovo millennio ter,,,,Ricercato1.jpg,False,accertata
02/03,Bari,Bari ?,,,226 x 274 mm,sottile,TuttoCittà nuovo millennio ter,,,,Ricercato1.jpg,False,accertata
02/03,Lecce,Lecce ?,,,226 x 274 mm,sottile,TuttoCittà nuovo millennio ter,,,,Ricercato1.jpg,False,accertata
03/04,Bari,Bari 2004,04,Copertina 2004 gialla,226 x 274 mm,sottile,TuttoCittà nuovo millennio ter,,,,Ricercato1.jpg,False,accertata
