annata,fascicolo,provincia,citta,indicizzata
94/95,Provincia di Roma,Roma,Grottaferrata,sì
94/95,Provincia di Roma,Roma,Guidonia Montecelio,sì
94/95,Provincia di Roma,Roma,Marino,sì
94/95,Provincia di Roma,Roma,Monterotondo,sì
94/95,Provincia di Roma,Roma,Nettuno,sì
94/95,Provincia di Roma,Roma,Palestrina,sì
94/95,Provincia di Roma,Roma,Pomezia,sì
94/95,Provincia di Roma,Viterbo,Tarquinia,sì
94/95,Provincia di Roma,Roma,Tivoli,sì
94/95,Provincia di Roma,Roma,Velletri,sì
94/95,Provincia di Roma,Roma,Ladispoli,no
95/96,Roma,Roma,Roma,sì
95/96,Roma,Roma,Fiumicino,sì
95/96,Roma,Roma,Fregene,sì
95/96,Roma,Roma,Ciampino,sì
95/96,Provincia di Roma,Roma,Albano Laziale,sì
95/96,Provincia di Roma,Roma,Anzio,sì
95/96,Provincia di Roma,Latina,Aprilia,sì
95/96,Provincia di Roma,Roma,Ariccia,sì
95/96,Provincia di Roma,Latina,Cisterna di Latina,sì
95/96,Provincia di Roma,Roma,Civitavecchia,sì
95/96,Provincia di Roma,Roma,Colleferro,sì
95/96,Provincia di Roma,Roma,Frascati,sì
95/96,Provincia di Roma,Roma,Genzano di Roma,sì
95/96,Provincia di Roma,Roma,Grottaferrata,sì
95/96,Provincia di Roma,Roma,Guidonia Montecelio,sì
95/96,Provincia di Roma,Roma,Ladispoli,sì
95/96,Provincia di Roma,Roma,Marino,sì
95/96,Provincia di Roma,Roma,Monterotondo,sì
95/96,Provincia di Roma,Roma,Nettuno,sì
95/96,Provincia di Roma,Roma,Palestrina,sì
95/96,Provincia di Roma,Roma,Pomezia,sì
95/96,Provincia di Roma,Viterbo,Tarquinia,sì
95/96,Provincia di Roma,Roma,Tivoli,sì
95/96,Provincia di Roma,Roma,Velletri,sì
96/97,Roma,Roma,Roma,sì
96/97,Roma,Roma,Fiumicino,sì
96/97,Roma,Roma,Fregene,sì
96/97,Roma,Roma,Ciampino,sì
96/97,Frosinone,Frosinone,Frosinone,sì
96/97,Frosinone,Frosinone,Cassino,sì
96/97,Frosinone,Frosinone,Fiuggi,sì
96/97,Frosinone,Frosinone,Sora,sì
97/98,Roma,Roma,Roma,sì
97/98,Roma,Roma,Fiumicino,sì
97/98,Roma,Roma,Fregene,sì
97/98,Roma,Roma,Ciampino,sì
97/98,Provincia di Roma,Roma,Albano Laziale,sì
97/98,Provincia di Roma,Roma,Anzio,sì
97/98,Provincia di Roma,Latina,Aprilia,sì
97/98,Provincia di Roma,Roma,Ariccia,sì
97/98,Provincia di Roma,Latina,Cisterna di Latina,sì
97/98,Provincia di Roma,Roma,Civitavecchia,sì
97/98,Provincia di Roma,Roma,Colleferro,sì
97/98,Provincia di Roma,Roma,Frascati,sì
97/98,Provincia di Roma,Roma,Genzano di Roma,sì
97/98,Provincia di Roma,Roma,Grottaferrata,sì
97/98,Provincia di Roma,Roma,Guidonia Montecelio,sì
97/98,Provincia di Roma,Roma,Ladispoli,sì
97/98,Provincia di Roma,Roma,Marino,sì
97/98,Provincia di Roma,Roma,Monterotondo,sì
97/98,Provincia di Roma,Roma,Nettuno,sì
97/98,Provincia di Roma,Roma,Palestrina,sì
97/98,Provincia di Roma,Roma,Pomezia,sì
97/98,Provincia di Roma,Viterbo,Tarquinia,sì
97/98,Provincia di Roma,Roma,Tivoli,sì
97/98,Provincia di Roma,Roma,Velletri,sì
97/98,Frosinone,Frosinone,Frosinone,sì
97/98,Frosinone,Frosinone,Cassino,sì
97/98,Frosinone,Frosinone,Fiuggi,sì
97/98,Frosinone,Frosinone,Sora,sì
97/98,Rieti - Viterbo,Rieti,Rieti,sì
