annata,fascicolo,sezione,nome_normalizzato,tipo,relazione,pagina,collocazione,riferimento,note,origine
90/91,Nuoro - Sassari 90/91,Nuoro e provincia,Nuoro e provincia,,,2,,,,rilevata
90/91,Nuoro - Sassari 90/91,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,6,,,,rilevata
90/91,Nuoro - Sassari 90/91,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",7,,,,rilevata
90/91,Nuoro - Sassari 90/91,La Provincia di Nuoro,La Provincia di Nuoro,cartografia,,8,,,Carta stradale della provincia,rilevata
90/91,Nuoro - Sassari 90/91,I trasporti,I trasporti,,,8,,,,rilevata
90/91,Nuoro - Sassari 90/91,Tavole topografiche,Tavole topografiche,cartografia,,10,,,"1 tavola, 2 pagine",rilevata
90/91,Nuoro - Sassari 90/91,Elenco vie,Elenco vie,,,12,,,Elenco delle vie di Nuoro,rilevata
90/91,Nuoro - Sassari 90/91,Sassari - Sommario e Nota dell'editore,Sassari - Sommario,,,13,,,,rilevata
90/91,Nuoro - Sassari 90/91,Sassari e provincia,Sassari e provincia,,,15,,,,rilevata
90/91,Nuoro - Sassari 90/91,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,21,,,,rilevata
90/91,Nuoro - Sassari 90/91,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",22,,,,rilevata
90/91,Nuoro - Sassari 90/91,La Provincia di Sassari,La Provincia di Sassari,cartografia,,23,,,Carta stradale della provincia,rilevata
90/91,Nuoro - Sassari 90/91,I trasporti,I trasporti,,,23,,,,rilevata
90/91,Nuoro - Sassari 90/91,Tavole topografiche,Tavole topografiche,cartografia,,24,,,"4 tavole, 4 pagine",rilevata
90/91,Nuoro - Sassari 90/91,Elenco vie,Elenco vie,,,37,,,Elenco delle vie di tutti i comuni cartografati,rilevata
91/92,Cagliari - Oristano 91,Sommario,Sommario,,,1,,,,rilevata
91/92,Cagliari - Oristano 91,Centro storico: monumenti di Cagliari,Centro storico: monumenti di Cagliari,cartografia,,2,,,Mappa con monumenti in evidenza,rilevata
91/92,Cagliari - Oristano 91,Cagliari e provincia,Cagliari e provincia,,,3,,,,rilevata
91/92,Cagliari - Oristano 91,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,23,,,,rilevata
91/92,Cagliari - Oristano 91,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",23,,,,rilevata
91/92,Cagliari - Oristano 91,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,26,,,Carta stradale della provincia,rilevata
91/92,Cagliari - Oristano 91,I trasporti,I trasporti,,,26,,,,rilevata
91/92,Cagliari - Oristano 91,Le vie di accesso a Cagliari,Le vie di accesso a Cagliari,,,27,,,Mappa,rilevata
91/92,Cagliari - Oristano 91,Tavole topografiche,Tavole topografiche,cartografia,,28,,,"8 tavole, 8 pagine",rilevata
91/92,Cagliari - Oristano 91,Elenco vie,Elenco vie,,,47,,,Elenco delle vie di tutti i comuni cartografati,rilevata
91/92,Cagliari - Oristano 91,Oristano e provincia,Oristano e provincia,,,51,,,,rilevata
91/92,Cagliari - Oristano 91,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,58,,,,rilevata
91/92,Cagliari - Oristano 91,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",59,,,,rilevata
91/92,Cagliari - Oristano 91,La Provincia di Oristano,La Provincia di Oristano,cartografia,,59,,,Carta stradale della provincia,rilevata
91/92,Cagliari - Oristano 91,I trasporti,I trasporti,,,59,,,,rilevata
91/92,Cagliari - Oristano 91,Tavole topografiche,Tavole topografiche,cartografia,,60,,,"1 tavola, 2 pagine",rilevata
91/92,Cagliari - Oristano 91,Elenco vie,Elenco vie,,,63,,,Elenco delle vie di Oristano,rilevata
91/92,Nuoro - Sassari 91,Sommario,Sommario,,,3,,,,rilevata
91/92,Nuoro - Sassari 91,Nuoro e provincia,Nuoro e provincia,,,4,,,,rilevata
91/92,Nuoro - Sassari 91,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,11,,,,rilevata
91/92,Nuoro - Sassari 91,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",11,,,,rilevata
91/92,Nuoro - Sassari 91,La Provincia di Nuoro,La Provincia di Nuoro,cartografia,,12,,,Carta stradale della provincia,rilevata
91/92,Nuoro - Sassari 91,I trasporti,I trasporti,,,12,,,,rilevata
91/92,Nuoro - Sassari 91,Tavole topografiche,Tavole topografiche,cartografia,,14,,,"1 tavola, 2 pagine",rilevata
91/92,Nuoro - Sassari 91,Elenco vie,Elenco vie,,,16,,,Elenco delle vie di Nuoro,rilevata
91/92,Nuoro - Sassari 91,Sassari e provincia,Sassari e provincia,,,17,,,,rilevata
91/92,Nuoro - Sassari 91,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,29,,,,rilevata
91/92,Nuoro - Sassari 91,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",30,,,,rilevata
91/92,Nuoro - Sassari 91,La Provincia di Sassari,La Provincia di Sassari,cartografia,,31,,,Carta stradale della provincia,rilevata
91/92,Nuoro - Sassari 91,I trasporti,I trasporti,,,31,,,,rilevata
91/92,Nuoro - Sassari 91,Tavole topografiche,Tavole topografiche,cartografia,,32,,,"4 tavole, 4 pagine",rilevata
91/92,Nuoro - Sassari 91,Elenco vie,Elenco vie,,,45,,,Elenco delle vie di tutti i comuni cartografati,rilevata
92/93,Cagliari - Oristano 92,Sommario,Sommario,,,1,,,,rilevata
92/93,Cagliari - Oristano 92,Le vie di accesso a Cagliari,Le vie di accesso a Cagliari,,,2,,,Mappa,rilevata
92/93,Cagliari - Oristano 92,Centro storico: monumenti di Cagliari,Centro storico: monumenti di Cagliari,cartografia,,3,,,Mappa con monumenti in evidenza,rilevata
92/93,Cagliari - Oristano 92,Cagliari e provincia,Cagliari e provincia,,,5,,,,rilevata
92/93,Cagliari - Oristano 92,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,18,,,,rilevata
92/93,Cagliari - Oristano 92,Sagre e feste nella regione,Sagre e feste nella regione,,,19,,,,rilevata
92/93,Cagliari - Oristano 92,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",21,,,,rilevata
92/93,Cagliari - Oristano 92,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,23,,,Carta stradale della provincia,rilevata
92/93,Cagliari - Oristano 92,I trasporti,I trasporti,,,23,,,,rilevata
92/93,Cagliari - Oristano 92,Tavole topografiche,Tavole topografiche,cartografia,,24,,,"8 tavole, 8 pagine",rilevata
92/93,Cagliari - Oristano 92,Elenco vie,Elenco vie,,,45,,,Elenco delle vie di tutti i comuni cartografati,rilevata
92/93,Cagliari - Oristano 92,Oristano e provincia,Oristano e provincia,,,51,,,,rilevata
92/93,Cagliari - Oristano 92,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,57,,,,rilevata
92/93,Cagliari - Oristano 92,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",59,,,,rilevata
92/93,Cagliari - Oristano 92,La Provincia di Oristano,La Provincia di Oristano,cartografia,,59,,,Carta stradale della provincia,rilevata
92/93,Cagliari - Oristano 92,I trasporti,I trasporti,,,59,,,,rilevata
92/93,Cagliari - Oristano 92,Tavole topografiche,Tavole topografiche,cartografia,,60,,,"1 tavola, 2 pagine",rilevata
92/93,Cagliari - Oristano 92,Elenco vie,Elenco vie,,,63,,,Elenco delle vie di Oristano,rilevata
92/93,Nuoro - Sassari 92,Sommario,Sommario,,,3,,,,rilevata
92/93,Nuoro - Sassari 92,Nuoro e provincia,Nuoro e provincia,,,5,,,,rilevata
92/93,Nuoro - Sassari 92,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,11,,,,rilevata
92/93,Nuoro - Sassari 92,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",11,,,,rilevata
92/93,Nuoro - Sassari 92,La Provincia di Nuoro,La Provincia di Nuoro,cartografia,,12,,,Carta stradale della provincia,rilevata
92/93,Nuoro - Sassari 92,I trasporti,I trasporti,,,12,,,,rilevata
92/93,Nuoro - Sassari 92,Tavole topografiche,Tavole topografiche,cartografia,,14,,,"1 tavola, 2 pagine",rilevata
92/93,Nuoro - Sassari 92,Elenco vie,Elenco vie,,,17,,,Elenco delle vie di Nuoro,rilevata
92/93,Nuoro - Sassari 92,Sassari e provincia,Sassari e provincia,,,18,,,,rilevata
92/93,Nuoro - Sassari 92,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,27,,,,rilevata
92/93,Nuoro - Sassari 92,Sagre e feste nella regione,Sagre e feste nella regione,,,28,,,,rilevata
92/93,Nuoro - Sassari 92,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",28,,,,rilevata
92/93,Nuoro - Sassari 92,La Provincia di Sassari,La Provincia di Sassari,cartografia,,29,,,Carta stradale della provincia,rilevata
92/93,Nuoro - Sassari 92,I trasporti,I trasporti,,,29,,,,rilevata
92/93,Nuoro - Sassari 92,Tavole topografiche,Tavole topografiche,cartografia,,30,,,"4 tavole, 4 pagine",rilevata
92/93,Nuoro - Sassari 92,Elenco vie,Elenco vie,,,43,,,Elenco delle vie di tutti i comuni cartografati,rilevata
93/94,Cagliari - Oristano 93,Sommario,Sommario,,,1,,,,rilevata
93/94,Cagliari - Oristano 93,Le vie di accesso a Cagliari,Le vie di accesso a Cagliari,,,2,,,Mappa,rilevata
93/94,Cagliari - Oristano 93,Centro storico: monumenti di Cagliari,Centro storico: monumenti di Cagliari,cartografia,,3,,,Mappa con monumenti in evidenza,rilevata
93/94,Cagliari - Oristano 93,Cagliari e provincia,Cagliari e provincia,,,4,,,,rilevata
93/94,Cagliari - Oristano 93,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,21,,,,rilevata
93/94,Cagliari - Oristano 93,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",23,,,,rilevata
93/94,Cagliari - Oristano 93,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,25,,,Carta stradale della provincia,rilevata
93/94,Cagliari - Oristano 93,I trasporti,I trasporti,,,25,,,,rilevata
93/94,Cagliari - Oristano 93,Tavole topografiche,Tavole topografiche,cartografia,,26,,,"8 tavole, 8 pagine",rilevata
93/94,Cagliari - Oristano 93,Elenco vie,Elenco vie,,,47,,,Elenco delle vie di tutti i comuni cartografati,rilevata
93/94,Cagliari - Oristano 93,Oristano e provincia,Oristano e provincia,,,52,,,,rilevata
93/94,Cagliari - Oristano 93,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,57,,,,rilevata
93/94,Cagliari - Oristano 93,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",59,,,,rilevata
93/94,Cagliari - Oristano 93,La Provincia di Oristano,La Provincia di Oristano,cartografia,,59,,,Carta stradale della provincia,rilevata
93/94,Cagliari - Oristano 93,I trasporti,I trasporti,,,59,,,,rilevata
93/94,Cagliari - Oristano 93,Tavole topografiche,Tavole topografiche,cartografia,,60,,,"1 tavola, 2 pagine",rilevata
93/94,Cagliari - Oristano 93,Elenco vie,Elenco vie,,,63,,,Elenco delle vie di Oristano,rilevata
93/94,Nuoro - Sassari 93,Sommario,Sommario,,,1,,,,rilevata
93/94,Nuoro - Sassari 93,Nuoro e provincia,Nuoro e provincia,,,2,,,,rilevata
93/94,Nuoro - Sassari 93,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,8,,,,rilevata
93/94,Nuoro - Sassari 93,I rodei della Barbagia,I rodei della Barbagia,,,8,,,,rilevata
93/94,Nuoro - Sassari 93,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",9,,,,rilevata
93/94,Nuoro - Sassari 93,La Provincia di Nuoro,La Provincia di Nuoro,cartografia,,10,,,Carta stradale della provincia,rilevata
93/94,Nuoro - Sassari 93,I trasporti,I trasporti,,,10,,,,rilevata
93/94,Nuoro - Sassari 93,Tavole topografiche,Tavole topografiche,cartografia,,12,,,"1 tavola, 2 pagine",rilevata
93/94,Nuoro - Sassari 93,Elenco vie,Elenco vie,,,15,,,Elenco delle vie di Nuoro,rilevata
93/94,Nuoro - Sassari 93,Sassari e provincia,Sassari e provincia,,,16,,,,rilevata
93/94,Nuoro - Sassari 93,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,29,,,,rilevata
93/94,Nuoro - Sassari 93,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",30,,,,rilevata
93/94,Nuoro - Sassari 93,La Provincia di Sassari,La Provincia di Sassari,cartografia,,31,,,Carta stradale della provincia,rilevata
93/94,Nuoro - Sassari 93,I trasporti,I trasporti,,,31,,,,rilevata
93/94,Nuoro - Sassari 93,Tavole topografiche,Tavole topografiche,cartografia,,32,,,"4 tavole, 4 pagine",rilevata
93/94,Nuoro - Sassari 93,Elenco vie,Elenco vie,,,45,,,Elenco delle vie di tutti i comuni cartografati,rilevata
94/95,Cagliari - Oristano 94,Sommario,Sommario,,,3,,,,rilevata
94/95,Cagliari - Oristano 94,Le vie di accesso a Cagliari,Le vie di accesso a Cagliari,,,4,,,Mappa,rilevata
94/95,Cagliari - Oristano 94,Centro storico: monumenti di Cagliari,Centro storico: monumenti di Cagliari,cartografia,,5,,,Mappa con monumenti in evidenza,rilevata
94/95,Cagliari - Oristano 94,Cagliari e provincia,Cagliari e provincia,,,6,,,,rilevata
94/95,Cagliari - Oristano 94,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,18,,,,rilevata
94/95,Cagliari - Oristano 94,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",21,,,,rilevata
94/95,Cagliari - Oristano 94,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,23,,,Carta stradale della provincia,rilevata
94/95,Cagliari - Oristano 94,I trasporti,I trasporti,,,23,,,,rilevata
94/95,Cagliari - Oristano 94,Tavole topografiche,Tavole topografiche,cartografia,,24,,,"8 tavole, 8 pagine",rilevata
94/95,Cagliari - Oristano 94,Elenco vie,Elenco vie,,,45,,,Elenco delle vie di tutti i comuni cartografati,rilevata
94/95,Cagliari - Oristano 94,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,49,,,,rilevata
94/95,Cagliari - Oristano 94,Oristano e provincia,Oristano e provincia,,,50,,,,rilevata
94/95,Cagliari - Oristano 94,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,55,,,,rilevata
94/95,Cagliari - Oristano 94,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",57,,,,rilevata
94/95,Cagliari - Oristano 94,La Provincia di Oristano,La Provincia di Oristano,cartografia,,57,,,Carta stradale della provincia,rilevata
94/95,Cagliari - Oristano 94,I trasporti,I trasporti,,,57,,,,rilevata
94/95,Cagliari - Oristano 94,Tavole topografiche,Tavole topografiche,cartografia,,58,,,"1 tavola, 2 pagine",rilevata
94/95,Cagliari - Oristano 94,Elenco vie,Elenco vie,,,61,,,Elenco delle vie di Oristano,rilevata
94/95,Cagliari - Oristano 94,Codici di Avviamento Postale dei Comuni della Provincia di Oristano,Codici di Avviamento Postale dei Comuni della Provincia di Oristano,,,61,,,,rilevata
94/95,Nuoro - Sassari 94,Sommario,Sommario,,,3,,,,rilevata
94/95,Nuoro - Sassari 94,Nuoro e provincia,Nuoro e provincia,,,2,,,,rilevata
94/95,Nuoro - Sassari 94,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,8,,,,rilevata
94/95,Nuoro - Sassari 94,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",8,,,,rilevata
94/95,Nuoro - Sassari 94,La Provincia di Nuoro,La Provincia di Nuoro,cartografia,,10,,,Carta stradale della provincia,rilevata
94/95,Nuoro - Sassari 94,I trasporti,I trasporti,,,10,,,,rilevata
94/95,Nuoro - Sassari 94,Tavole topografiche,Tavole topografiche,cartografia,,12,,,"1 tavola, 2 pagine",rilevata
94/95,Nuoro - Sassari 94,Elenco vie,Elenco vie,,,15,,,Elenco delle vie di Nuoro,rilevata
94/95,Nuoro - Sassari 94,Codici di Avviamento Postale dei Comuni della Provincia di Nuoro,Codici di Avviamento Postale dei Comuni della Provincia di Nuoro,,,16,,,,rilevata
94/95,Nuoro - Sassari 94,Sassari e provincia,Sassari e provincia,,,18,,,,rilevata
94/95,Nuoro - Sassari 94,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,24,,,,rilevata
94/95,Nuoro - Sassari 94,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",25,,,,rilevata
94/95,Nuoro - Sassari 94,La Provincia di Sassari,La Provincia di Sassari,cartografia,,27,,,Carta stradale della provincia,rilevata
94/95,Nuoro - Sassari 94,I trasporti,I trasporti,,,27,,,,rilevata
94/95,Nuoro - Sassari 94,Tavole topografiche,Tavole topografiche,cartografia,,28,,,"4 tavole, 4 pagine",rilevata
94/95,Nuoro - Sassari 94,Elenco vie,Elenco vie,,,41,,,Elenco delle vie di tutti i comuni cartografati,rilevata
94/95,Nuoro - Sassari 94,Codici di Avviamento Postale dei Comuni della Provincia di Sassari,Codici di Avviamento Postale dei Comuni della Provincia di Sassari,,,45,,,,rilevata
95/96,Cagliari - Oristano 95,Sommario,Sommario,,,3,,,,rilevata
95/96,Cagliari - Oristano 95,Centro storico: monumenti di Cagliari,Centro storico: monumenti di Cagliari,cartografia,,5,,,Mappa con monumenti in evidenza,rilevata
95/96,Cagliari - Oristano 95,Cagliari e provincia,Cagliari e provincia,,,6,,,,rilevata
95/96,Cagliari - Oristano 95,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,23,,,,rilevata
95/96,Cagliari - Oristano 95,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",25,,,,rilevata
95/96,Cagliari - Oristano 95,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,27,,,Carta stradale della provincia,rilevata
95/96,Cagliari - Oristano 95,I trasporti,I trasporti,,,27,,,,rilevata
95/96,Cagliari - Oristano 95,Tavole topografiche,Tavole topografiche,cartografia,,28,,,"7 tavole, 7 pagine",rilevata
95/96,Cagliari - Oristano 95,Elenco vie,Elenco vie,,,49,,,Elenco delle vie di tutti i comuni cartografati,rilevata
95/96,Cagliari - Oristano 95,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,53,,,,rilevata
95/96,Cagliari - Oristano 95,Oristano e provincia,Oristano e provincia,,,54,,,,rilevata
95/96,Cagliari - Oristano 95,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,57,,,,rilevata
95/96,Cagliari - Oristano 95,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",59,,,,rilevata
95/96,Cagliari - Oristano 95,La Provincia di Oristano,La Provincia di Oristano,cartografia,,59,,,Carta stradale della provincia,rilevata
95/96,Cagliari - Oristano 95,I trasporti,I trasporti,,,59,,,,rilevata
95/96,Cagliari - Oristano 95,Tavole topografiche,Tavole topografiche,cartografia,,60,,,"1 tavola, 2 pagine",rilevata
95/96,Cagliari - Oristano 95,Elenco vie,Elenco vie,,,62,,,Elenco delle vie di Oristano,rilevata
95/96,Cagliari - Oristano 95,Codici di Avviamento Postale dei Comuni della Provincia di Oristano,Codici di Avviamento Postale dei Comuni della Provincia di Oristano,,,62,,,,rilevata
95/96,Nuoro - Sassari 95,Sommario,Sommario,,,3,,,,rilevata
95/96,Nuoro - Sassari 95,Nuoro e provincia,Nuoro e provincia,,,4,,,,rilevata
95/96,Nuoro - Sassari 95,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,8,,,,rilevata
95/96,Nuoro - Sassari 95,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",9,,,,rilevata
95/96,Nuoro - Sassari 95,La Provincia di Nuoro,La Provincia di Nuoro,cartografia,,10,,,Carta stradale della provincia,rilevata
95/96,Nuoro - Sassari 95,I trasporti,I trasporti,,,10,,,,rilevata
95/96,Nuoro - Sassari 95,Tavole topografiche,Tavole topografiche,cartografia,,12,,,"1 tavola, 2 pagine",rilevata
95/96,Nuoro - Sassari 95,Elenco vie,Elenco vie,,,15,,,Elenco delle vie di Nuoro,rilevata
95/96,Nuoro - Sassari 95,Codici di Avviamento Postale dei Comuni della Provincia di Nuoro,Codici di Avviamento Postale dei Comuni della Provincia di Nuoro,,,16,,,,rilevata
95/96,Nuoro - Sassari 95,Sassari e provincia,Sassari e provincia,,,19,,,,rilevata
95/96,Nuoro - Sassari 95,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,23,,,,rilevata
95/96,Nuoro - Sassari 95,Rocche e antichi paesi sulle colline dell'Anglona,Rocche e antichi paesi sulle colline dell'Anglona,,,24,,,,rilevata
95/96,Nuoro - Sassari 95,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",25,,,,rilevata
95/96,Nuoro - Sassari 95,La Provincia di Sassari,La Provincia di Sassari,cartografia,,26,,,Carta stradale della provincia,rilevata
95/96,Nuoro - Sassari 95,I trasporti,I trasporti,,,26,,,,rilevata
95/96,Nuoro - Sassari 95,Tavole topografiche,Tavole topografiche,cartografia,,28,,,"4 tavole, 4 pagine",rilevata
95/96,Nuoro - Sassari 95,Elenco vie,Elenco vie,,,42,,,Elenco delle vie di tutti i comuni cartografati,rilevata
95/96,Nuoro - Sassari 95,Codici di Avviamento Postale dei Comuni della Provincia di Sassari,Codici di Avviamento Postale dei Comuni della Provincia di Sassari,,,45,,,,rilevata
96/97,Cagliari - Oristano 96,Sommario,Sommario,,,3,,,,rilevata
96/97,Cagliari - Oristano 96,Centro storico: monumenti di Cagliari,Centro storico: monumenti di Cagliari,cartografia,,5,,,Mappa con monumenti in evidenza,rilevata
96/97,Cagliari - Oristano 96,Cagliari e provincia,Cagliari e provincia,,,6,,,,rilevata
96/97,Cagliari - Oristano 96,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,19,,,,rilevata
96/97,Cagliari - Oristano 96,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",21,,,,rilevata
96/97,Cagliari - Oristano 96,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,23,,,Carta stradale della provincia,rilevata
96/97,Cagliari - Oristano 96,I trasporti,I trasporti,,,23,,,,rilevata
96/97,Cagliari - Oristano 96,Tavole topografiche,Tavole topografiche,cartografia,,26,,,"7 tavole, 7 pagine",rilevata
96/97,Cagliari - Oristano 96,Elenco vie,Elenco vie,,,47,,,Elenco delle vie di tutti i comuni cartografati,rilevata
96/97,Cagliari - Oristano 96,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,52,,,,rilevata
96/97,Cagliari - Oristano 96,Oristano e provincia,Oristano e provincia,,,53,,,,rilevata
96/97,Cagliari - Oristano 96,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,57,,,,rilevata
96/97,Cagliari - Oristano 96,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",59,,,,rilevata
96/97,Cagliari - Oristano 96,La Provincia di Oristano,La Provincia di Oristano,cartografia,,59,,,Carta stradale della provincia,rilevata
96/97,Cagliari - Oristano 96,I trasporti,I trasporti,,,59,,,,rilevata
96/97,Cagliari - Oristano 96,Tavole topografiche,Tavole topografiche,cartografia,,60,,,"1 tavola, 2 pagine",rilevata
96/97,Cagliari - Oristano 96,Elenco vie,Elenco vie,,,62,,,Elenco delle vie di Oristano,rilevata
96/97,Cagliari - Oristano 96,Codici di Avviamento Postale dei Comuni della Provincia di Oristano,Codici di Avviamento Postale dei Comuni della Provincia di Oristano,,,62,,,,rilevata
96/97,Nuoro - Sassari 96,Sommario,Sommario,,,3,,,,rilevata
96/97,Nuoro - Sassari 96,Nuoro e provincia,Nuoro e provincia,,,5,,,,rilevata
96/97,Nuoro - Sassari 96,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,10,,,,rilevata
96/97,Nuoro - Sassari 96,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",11,,,,rilevata
96/97,Nuoro - Sassari 96,La Provincia di Nuoro,La Provincia di Nuoro,cartografia,,12,,,Carta stradale della provincia,rilevata
96/97,Nuoro - Sassari 96,I trasporti,I trasporti,,,12,,,,rilevata
96/97,Nuoro - Sassari 96,Tavole topografiche,Tavole topografiche,cartografia,,14,,,"1 tavola, 2 pagine",rilevata
96/97,Nuoro - Sassari 96,Elenco vie,Elenco vie,,,17,,,Elenco delle vie di Nuoro,rilevata
96/97,Nuoro - Sassari 96,Codici di Avviamento Postale dei Comuni della Provincia di Nuoro,Codici di Avviamento Postale dei Comuni della Provincia di Nuoro,,,17,,,,rilevata
96/97,Nuoro - Sassari 96,Sassari e provincia,Sassari e provincia,,,18,,,,rilevata
96/97,Nuoro - Sassari 96,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,25,,,,rilevata
96/97,Nuoro - Sassari 96,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",26,,,,rilevata
96/97,Nuoro - Sassari 96,La Provincia di Sassari,La Provincia di Sassari,cartografia,,27,,,Carta stradale della provincia,rilevata
96/97,Nuoro - Sassari 96,I trasporti,I trasporti,,,27,,,,rilevata
96/97,Nuoro - Sassari 96,Azienda U.S.L. n.1 Sassari,Azienda U.S.L. n.1 Sassari,inserzione,,28,,,,rilevata
96/97,Nuoro - Sassari 96,Tavole topografiche,Tavole topografiche,cartografia,,30,,,"4 tavole, 4 pagine",rilevata
96/97,Nuoro - Sassari 96,Elenco vie,Elenco vie,,,43,,,Elenco delle vie di tutti i comuni cartografati,rilevata
96/97,Nuoro - Sassari 96,Codici di Avviamento Postale dei Comuni della Provincia di Sassari,Codici di Avviamento Postale dei Comuni della Provincia di Sassari,,,45,,,,rilevata
97/98,Cagliari - Oristano 97,Sommario,Sommario,,,3,,,,rilevata
97/98,Cagliari - Oristano 97,Centro storico: monumenti di Cagliari,Centro storico: monumenti di Cagliari,cartografia,,5,,,Mappa con monumenti in evidenza,rilevata
97/98,Cagliari - Oristano 97,Cagliari e provincia,Cagliari e provincia,,,6,,,,rilevata
97/98,Cagliari - Oristano 97,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,12,,,,rilevata
97/98,Cagliari - Oristano 97,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,16,,,Carta stradale della provincia,rilevata
97/98,Cagliari - Oristano 97,I trasporti,I trasporti,,,16,,,,rilevata
97/98,Cagliari - Oristano 97,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",17,,,,rilevata
97/98,Cagliari - Oristano 97,Guida ai servizi sanitari,Guida ai servizi sanitari,inserzione (da confermare),,17,,,,rilevata
97/98,Cagliari - Oristano 97,Tavole topografiche,Tavole topografiche,cartografia,,18,,,"7 tavole, 7 pagine",rilevata
97/98,Cagliari - Oristano 97,Elenco vie,Elenco vie,,,39,,,Elenco delle vie di tutti i comuni cartografati,rilevata
97/98,Cagliari - Oristano 97,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,44,,,,rilevata
