annata,fascicolo,provincia,citta,indicizzata
95/96,Messina,Messina,Giardini Naxos,sì
95/96,Messina,Messina,Milazzo,sì
95/96,Messina,Messina,Patti,sì
95/96,Messina,Messina,Sant'Agata di Militello,sì
95/96,Messina,Messina,Taormina,sì
95/96,Palermo,Palermo,Palermo,sì
95/96,Palermo,Palermo,Bagheria,sì
95/96,Palermo,Palermo,Carini,sì
95/96,Palermo,Palermo,Cefalù,sì
95/96,Palermo,Palermo,Monreale,sì
95/96,Palermo,Palermo,Partinico,sì
95/96,Palermo,Palermo,Termini Imerese,sì
95/96,Agrigento,Agrigento,Agrigento,sì
95/96,Agrigento,Agrigento,Canicattì,sì
95/96,Agrigento,Agrigento,Licata,sì
95/96,Agrigento,Agrigento,Ribera,sì
95/96,Agrigento,Agrigento,Sciacca,sì
95/96,Caltanissetta - Enna,Caltanissetta,Caltanissetta,sì
95/96,Caltanissetta - Enna,Enna,Enna,sì
95/96,Caltanissetta - Enna,Enna,Piazza Armerina,sì
95/96,Catania,Catania,Catania,sì
95/96,Catania,Catania,Acireale,sì
95/96,Catania,Catania,Caltagirone,sì
95/96,Catania,Catania,Giarre,sì
95/96,Catania,Catania,Misterbianco,sì
95/96,Catania,Catania,Paternò,sì
95/96,Ragusa - Siracusa,Ragusa,Ragusa,sì
95/96,Ragusa - Siracusa,Siracusa,Siracusa,sì
95/96,Ragusa - Siracusa,Siracusa,Augusta,sì
95/96,Ragusa - Siracusa,Siracusa,Avola,sì
95/96,Trapani,Trapani,Trapani,sì
95/96,Trapani,Trapani,Alcamo,sì
95/96,Trapani,Trapani,Castelvetrano,sì
95/96,Trapani,Trapani,Marsala,sì
95/96,Trapani,Trapani,Mazara del Vallo,sì
96/97,Palermo,Palermo,Palermo,sì
96/97,Palermo,Palermo,Bagheria,sì
96/97,Palermo,Palermo,Carini,sì
96/97,Palermo,Palermo,Cefalù,sì
96/97,Palermo,Palermo,Monreale,sì
96/97,Palermo,Palermo,Partinico,sì
96/97,Palermo,Palermo,Termini Imerese,sì
96/97,Agrigento,Agrigento,Agrigento,sì
96/97,Agrigento,Agrigento,Canicattì,sì
96/97,Agrigento,Agrigento,Licata,sì
96/97,Agrigento,Agrigento,Ribera,sì
96/97,Agrigento,Agrigento,Sciacca,sì
96/97,Catania,Catania,Catania,sì
96/97,Catania,Catania,Acireale,sì
96/97,Catania,Catania,Caltagirone,sì
96/97,Catania,Catania,Giarre,sì
96/97,Catania,Catania,Misterbianco,sì
96/97,Catania,Catania,Paternò,sì
96/97,Ragusa - Siracusa,Ragusa,Ragusa,sì
96/97,Ragusa - Siracusa,Siracusa,Siracusa,sì
96/97,Ragusa - Siracusa,Siracusa,Augusta,sì
96/97,Ragusa - Siracusa,Siracusa,Avola,sì
96/97,Messina,Messina,Messina,sì
96/97,Messina,Messina,Barcellona Pozzo di Gotto,sì
96/97,Messina,Messina,Capo d'Orlando,sì
96/97,Messina,Messina,Giardini Naxos,sì
96/97,Messina,Messina,Milazzo,sì
96/97,Messina,Messina,Patti,sì
96/97,Messina,Messina,Sant'Agata di Militello,sì
96/97,Messina,Messina,Taormina,sì
97/98,Messina,Messina,Messina,sì
97/98,Messina,Messina,Barcellona Pozzo di Gotto,sì
97/98,Messina,Messina,Capo d'Orlando,sì
97/98,Messina,Messina,Giardini Naxos,sì
97/98,Messina,Messina,Milazzo,sì
97/98,Messina,Messina,Patti,sì
97/98,Messina,Messina,Sant'Agata di Militello,sì
97/98,Messina,Messina,Taormina,sì
97/98,Agrigento,Agrigento,Agrigento,sì
97/98,Agrigento,Agrigento,Canicattì,sì
97/98,Agrigento,Agrigento,Licata,sì
97/98,Agrigento,Agrigento,Ribera,sì
97/98,Agrigento,Agrigento,Sciacca,sì
97/98,Caltanissetta - Enna,Caltanissetta,Caltanissetta,sì
97/98,Caltanissetta - Enna,Enna,Enna,sì
97/98,Caltanissetta - Enna,Enna,Piazza Armerina,sì
97/98,Catania,Catania,Catania,sì
97/98,Catania,Catania,Acireale,sì
97/98,Catania,Catania,Caltagirone,sì
97/98,Catania,Catania,Giarre,sì
97/98,Catania,Catania,Misterbianco,sì
97/98,Catania,Catania,Paternò,sì
97/98,Palermo,Palermo,Palermo,sì
97/98,Palermo,Palermo,Bagheria,sì
97/98,Palermo,Palermo,Carini,sì
97/98,Palermo,Palermo,Cefalù,sì
97/98,Palermo,Palermo,Monreale,sì
97/98,Palermo,Palermo,Partinico,sì
97/98,Palermo,Palermo,Termini Imerese,sì
97/98,Ragusa - Siracusa,Ragusa,Ragusa,sì
97/98,Ragusa - Siracusa,Siracusa,Siracusa,sì
97/98,Ragusa - Siracusa,Siracusa,Augusta,sì
97/98,Ragusa - Siracusa,Siracusa,Avola,sì
97/98,Trapani,Trapani,Trapani,sì
97/98,Trapani,Trapani,Alcamo,sì
97/98,Trapani,Trapani,Castelvetrano,sì
97/98,Trapani,Trapani,Marsala,sì
97/98,Trapani,Trapani,Mazara del Vallo,sì
98/99,Catania,Catania,Catania,sì
98/99,Catania,Catania,Acireale,sì
98/99,Catania,Catania,Caltagirone,sì
98/99,Catania,Catania,Giarre,sì
98/99,Catania,Catania,Misterbianco,sì
98/99,Catania,Catania,Paternò,sì
01/02,Palermo,Palermo,Palermo,sì
01/02,Palermo,Palermo,Bagheria,sì
01/02,Palermo,Palermo,Carini,sì
01/02,Palermo,Palermo,Cefalù,sì
01/02,Palermo,Palermo,Corleone,sì
01/02,Palermo,Palermo,Monreale,sì
01/02,Palermo,Palermo,Partinico,sì
01/02,Palermo,Palermo,Termini Imerese,sì
02/03,Catania,Catania,Catania,sì
02/03,Catania,Catania,Acireale,sì
02/03,Catania,Catania,Adrano,sì
02/03,Catania,Catania,Caltagirone,sì
02/03,Catania,Catania,Giarre,sì
02/03,Catania,Catania,Misterbianco,sì
02/03,Catania,Catania,Paternò,sì
02/03,Catania,Catania,Riposto,sì
02/03,Catania,Catania,Tremestieri Etneo,sì
02/03,Catania,Catania,Zafferana Etnea,sì
03/04,Catania,Catania,Catania,sì
03/04,Catania,Catania,Acireale,sì
03/04,Catania,Catania,Adrano,sì
03/04,Catania,Catania,Caltagirone,sì
03/04,Catania,Catania,Giarre,sì
03/04,Catania,Catania,Misterbianco,sì
03/04,Catania,Catania,Paternò,sì
03/04,Catania,Catania,Riposto,sì
03/04,Catania,Catania,Tremestieri Etneo,sì
03/04,Catania,Catania,Zafferana Etnea,sì
05/06,Catania,Catania,Catania,sì
05/06,Catania,Catania,Acireale,sì
05/06,Catania,Catania,Adrano,sì
05/06,Catania,Catania,Biancavilla,sì
05/06,Catania,Catania,Caltagirone,sì
05/06,Catania,Catania,Giarre,sì
05/06,Catania,Catania,Misterbianco,sì
05/06,Catania,Catania,Paternò,sì
05/06,Catania,Catania,Riposto,sì
05/06,Catania,Catania,Tremestieri Etneo,sì
05/06,Catania,Catania,Zafferana Etnea,sì
07/08,Palermo,Palermo,Palermo,sì
07/08,Palermo,Palermo,Bagheria,sì
07/08,Palermo,Palermo,Carini,sì
07/08,Palermo,Palermo,Corleone,sì
07/08,Palermo,Palermo,Cefalù,sì
07/08,Palermo,Palermo,Monreale,sì
07/08,Palermo,Palermo,Partinico,sì
07/08,Palermo,Palermo,Termini Imerese,sì
09/10,Catania,Catania,Catania,sì
09/10,Catania,Catania,Acireale,sì
09/10,Catania,Catania,Adrano,sì
09/10,Catania,Catania,Biancavilla,sì
09/10,Catania,Catania,Caltagirone,sì
09/10,Catania,Catania,Giarre,sì
09/10,Catania,Catania,Misterbianco,sì
09/10,Catania,Catania,Paternò,sì
09/10,Catania,Catania,Riposto,sì
09/10,Catania,Catania,Tremestieri Etneo,sì
09/10,Catania,Catania,Zafferana Etnea,sì
10/11,Catania,Catania,Catania,sì
10/11,Catania,Catania,Acireale,sì
10/11,Catania,Catania,Adrano,sì
10/11,Catania,Catania,Biancavilla,sì
10/11,Catania,Catania,Giarre,sì
10/11,Catania,Catania,Misterbianco,sì
10/11,Catania,Catania,Paternò,sì
10/11,Catania,Catania,Riposto,sì
10/11,Catania,Catania,Zafferana Etnea,sì
11/12,Palermo,Palermo,Palermo,sì
11/12,Palermo,Palermo,Cinisi,sì
11/12,Palermo,Palermo,Corleone,sì
11/12,Palermo,Palermo,Isola delle Femmine,sì
11/12,Palermo,Palermo,Termini Imerese,sì
12/13,Palermo,Palermo,Palermo,sì
12/13,Palermo,Palermo,Bagheria,sì
12/13,Palermo,Palermo,Cinisi,sì
12/13,Palermo,Palermo,Termini Imerese,sì
13/14,Palermo,Palermo,Palermo,sì
13/14,Palermo,Palermo,Bagheria,sì
14/15,Catania,Catania,Catania,sì
14/15,Catania,Catania,Acireale,sì
